"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2018;"00000";"1030003";"polymere carboxyl sulfone cationique";"8061-53-8";"1114.25208";"Autre";"";"Non"
2018;"00000";"2000003";"metazachlore";"67129-08-2";"938.65";"T, T+, CMR";"";"Non"
2018;"00000";"2000017";"tau-fluvalinate";"102851-06-9";"10.2288";"N Organique";"";"Non"
2018;"00000";"2000018";"soufre pour pulverisation (micronise)";"7704-34-9";"34454.51192";"Autre";"";"Non"
2018;"00000";"2000044";"fluazifop-p-butyl";"79241-46-6";"326.375";"T, T+, CMR";"";"Non"
2018;"00000";"2000045";"cyazofamide";"120116-88-3";"2.4";"N Organique";"";"Non"
2018;"00000";"2000045";"heptamethyltrisiloxane modifie polyalkylenoxide";"27306-78-1";"3.80655";"Autre";"";"Non"
2018;"00000";"2000046";"ethofumesate";"26225-79-6";"2046.00";"N Organique";"";"Non"
2018;"00000";"2000046";"metamitrone";"41394-05-2";"4774.00";"N Organique";"";"Non"
2018;"00000";"2000067";"acide benzoique";"65-85-0";"0.9";"T, T+, CMR";"";"Non"
2018;"00000";"2000071";"2,4-d";"94-75-7";"97.54920";"N Organique";"";"Non"
2018;"00000";"2000071";"dicamba";"1918-00-9";"13.93560";"N Organique";"";"Non"
2018;"00000";"2000071";"sulfate de fer (sulfate ferreux heptahydrate)";"7782-63-0";"3736.134360";"Autre";"";"Non"
2018;"00000";"2000080";"clopyralid";"1702-17-6";"11.70";"Autre";"";"Non"
2018;"00000";"2000080";"triclopyr";"55335-06-3";"46.80";"N Organique";"";"Non"
2018;"00000";"2000087";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"6315.00";"T, T+, CMR";"";"Non"
2018;"00000";"2000099";"chlorprophame";"101-21-3";"0.6";"T, T+, CMR";"";"Non"
2018;"00000";"2000101";"chlorprophame";"101-21-3";"373.5";"T, T+, CMR";"";"Non"
2018;"00000";"2000105";"bacillus thuringiensis serotype 3a 3b";"68038-71-1";"0.00192";"Autre";"";"Non"
2018;"00000";"2000122";"metalaxyl-m";"70630-17-0";"600.485760";"Autre";"";"Non"
2018;"00000";"2000125";"cuivre du sulfate de cuivre";"8011-63-0";"4250.74396";"N minéral";"";"Non"
2018;"00000";"2000128";"diflufenicanil";"83164-33-4";"0.36864";"N Organique";"";"Non"
2018;"00000";"2000128";"glyphosate";"1071-83-6";"6.144";"N Organique";"";"Non"
2018;"00000";"2000128";"oxadiazon";"19666-30-9";"6.144";"N Organique";"";"Non"
2018;"00000";"2000150";"glyphosate";"1071-83-6";"286.92";"N Organique";"";"Non"
2018;"00000";"2000169";"2 phenyl-phenol";"90-43-7";"0.6";"N Organique";"";"Non"
2018;"00000";"2000191";"chlorpyriphos-ethyl";"2921-88-2";"70.535";"T, T+, CMR";"";"Non"
2018;"00000";"2000201";"silthiofam";"175217-20-6";"2467.381238";"N Organique";"";"Non"
2018;"00000";"2000202";"glyphosate";"1071-83-6";"384.12";"N Organique";"";"Non"
2018;"00000";"2000205";"propoxycarbazone sodium";"181274-15-7";"18.90";"N Organique";"";"Non"
