"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2020;"04000";"2000510";"fer sous forme de sulfate de fer";"7720-78-7";"1.6";"Autre";"";"Non"
2020;"04000";"2040146";"tefluthrine";"79538-32-2";"0.08";"Santé A";"";"Non"
2020;"04000";"2060045";"huile vegetale";"";"0.525";"Autre";"";"Non"
2020;"04000";"2060045";"resines (colophane)";"8050-09-7";"5.1";"Autre";"";"Non"
2020;"04000";"2060127";"prothioconazole";"178928-70-6";"0.286";"CMR";"";"Non"
2020;"04000";"2060130";"spinosad";"168316-95-8";"0.00048";"Env A";"";"Non"
2020;"04000";"2090052";"tribenuron-methyle";"101200-48-0";"5";"Env A";"";"Non"
2020;"04000";"2090093";"glyphosate";"1071-83-6";"324";"Env A";"";"Non"
2020;"04000";"2090116";"glyphosate";"1071-83-6";"10.8";"Env A";"";"Non"
2020;"04000";"2090146";"abamectine";"71751-41-2";"0.000042";"CMR";"";"Non"
2020;"04000";"2090146";"pyrethrines";"8003-34-7";"0.00056";"Env A";"";"Non"
2020;"04000";"2090160";"glyphosate";"1071-83-6";"7.2";"Env A";"";"Non"
2020;"04000";"2100009";"thifensulfuron-methyle";"79277-27-3";"1.1655";"Env A";"";"Non"
2020;"04000";"2100009";"tribenuron-methyle";"101200-48-0";"0.5845";"Env A";"";"Non"
2020;"04000";"2100038";"kaolin";"1332-58-7";"200";"Autre";"";"Non"
2020;"04000";"2100065";"metsulfuron-methyl";"74223-64-6";"0.034";"Env A";"Substitution";"Non"
2020;"04000";"2100065";"thifensulfuron-methyle";"79277-27-3";"0.341";"Env A";"";"Non"
2020;"04000";"2100111";"mesotrione";"104206-82-8";"1.5";"Env A";"";"Non"
2020;"04000";"2100111";"nicosulfuron";"111991-09-4";"0.6";"Env A";"";"Non"
2020;"04000";"2110018";"difenoconazole";"119446-68-3";"0.305";"Env A";"";"Non"
2020;"04000";"2110018";"fludioxonil";"131341-86-1";"0.305";"Env A";"";"Non"
2020;"04000";"2110063";"clopyralid";"1702-17-6";"0.864";"Autre";"";"Non"
2020;"04000";"2110102";"difenoconazole";"119446-68-3";"0.02";"Env A";"";"Non"
2020;"04000";"2110102";"fludioxonil";"131341-86-1";"0.02";"Env A";"";"Non"
2020;"04000";"2110102";"sedaxane";"874967-67-6";"0.04";"Env A";"";"Non"
2020;"04000";"2110150";"huile de colza";"8002-13-9";"2.1756";"Autre";"";"Non"
2020;"04000";"2110180";"cuivre de l'oxyde cuivreux";"1317-39-1";"0.4725";"Env A";"Substitution";"Non"
2020;"04000";"2120075";"dimethenamide-p (dmta-p)";"163515-14-8";"6";"Env A";"";"Non"
2020;"04000";"2120075";"metazachlore";"67129-08-2";"6";"CMR";"";"Non"
2020;"04000";"2120075";"quinmerac";"90717-03-6";"3";"Env B";"";"Non"
2020;"04000";"2120143";"glyphosate";"1071-83-6";"9.6";"Env A";"";"Non"
2020;"04000";"2130061";"metconazole";"125116-23-6";"0.018";"CMR";"";"Non"
2020;"04000";"2130081";"metaldehyde";"108-62-3";"2.4";"Autre";"";"Non"
2020;"04000";"2130083";"lambda-cyhalothrine";"91465-08-6";"0.3";"Santé A";"Substitution";"Non"
2020;"04000";"2140078";"fludioxonil";"131341-86-1";"0.195";"Env A";"";"Non"
2020;"04000";"2140078";"tefluthrine";"79538-32-2";"0.78";"Santé A";"";"Non"
2020;"04000";"2140207";"clodinafop-propargyl";"105512-06-9";"0.5";"Env A";"";"Non"
2020;"04000";"2140207";"cloquintocet-mexyl";"99607-70-2";"0.125";"Autre";"";"Non"
2020;"04000";"2140252";"phosphate ferrique";"10045-86-0";"0.16625";"Autre";"";"Non"
