"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2020;"97117";"2060131";"2,4-d";"94-75-7";"0.465";"Env B";"";"Non"
2020;"97117";"2060131";"triclopyr";"55335-06-3";"0.518";"Env B";"";"Non"
2020;"97117";"2120048";"aminopyralid";"150114-71-9";"0.18";"Env A";"";"Non"
2020;"97117";"2120048";"triclopyr";"55335-06-3";"1.44";"Env B";"";"Non"
2020;"97118";"2000327";"carfentrazone ethyl";"128639-02-1";"0.3";"Env A";"";"Non"
2020;"97118";"2060050";"metrafenone";"220899-03-6";"0.125";"Env A";"";"Non"
2020;"97118";"2090132";"cuivre du sulfate tribasique";"12527-76-3";"0.7998";"Env A";"Substitution";"Non"
2020;"97118";"2090132";"zoxamide";"156052-68-5";"0.12";"Env A";"";"Non"
2020;"97118";"2100001";"glyphosate";"1071-83-6";"1.305";"Env A";"";"Non"
2020;"97118";"2100001";"pyraflufen-ethyl";"129630-19-9";"0.00855";"Env A";"";"Non"
2020;"97118";"2100060";"phosphonate de potassium";"13492-26-7";"7.3";"Autre";"";"Non"
2020;"97118";"2100181";"fluopicolide";"239110-15-7";"0.0666";"Env A";"";"Non"
2020;"97118";"2100181";"fosetyl-aluminium";"39148-24-8";"1.00005";"Autre";"";"Non"
2020;"97118";"9800054";"cymoxanil";"57966-95-7";"0.2403";"CMR";"";"Non"
2020;"97118";"9800054";"fosetyl-aluminium";"39148-24-8";"2.997";"Autre";"";"Non"
2020;"97118";"9800054";"mancozebe";"8018-01-7";"2.997";"CMR";"Exclusion";"Non"
2020;"97118";"9800245";"soufre pour pulverisation (micronise)";"7704-34-9";"16";"Autre";"";"Non"
2020;"97122";"2060131";"2,4-d";"94-75-7";"223.2";"Env B";"";"Non"
2020;"97122";"2060131";"triclopyr";"55335-06-3";"248.64";"Env B";"";"Non"
2020;"97122";"2100066";"daminozide";"1596-84-5";"5.95";"Autre";"";"Non"
2020;"97123";"9500485";"2,4-mcpa";"94-74-6";"0.9";"Env A";"";"Non"
2020;"97123";"9500485";"dicamba";"1918-00-9";"0.075";"Env B";"";"Non"
2020;"97130";"2090127";"huile essentielle d'orange douce";"8028-48-6";"3";"Env A";"";"Non"
2020;"97130";"9300504";"huile de vaseline";"8042-47-5";"49.02";"Autre";"";"Non"
2020;"97133";"2090199";"huile de colza";"8002-13-9";"12.3795";"Autre";"";"Non"
2020;"97133";"2090199";"pyrethrines";"8003-34-7";"0.06885";"Env A";"";"Non"
2020;"97133";"8800841";"difenoconazole";"119446-68-3";"0.25";"Env A";"";"Non"
2020;"97133";"9800336";"lambda-cyhalothrine";"91465-08-6";"0.075";"Santé A";"Substitution";"Non"
2020;"97160";"2050046";"flonicamide";"158062-67-0";"30";"Autre";"";"Non"
2020;"97160";"2090094";"thiophanate-methyl";"23564-05-8";"211.2";"CMR";"";"Non"
2020;"97160";"2090136";"fluopicolide";"239110-15-7";"3.75";"Env A";"";"Non"
2020;"97160";"2090136";"propamocarbe hcl";"25606-41-1";"37.5";"Autre";"";"Non"
2020;"97160";"2100122";"chlorantraniliprole";"500008-45-7";"1.47";"Env A";"";"Non"
2020;"97160";"2110073";"indoxacarbe";"173584-44-6";"4.5";"Santé A";"";"Non"
2020;"97160";"2120092";"ametoctradine";"865318-97-4";"3";"Env A";"";"Non"
2020;"97160";"2120092";"dimethomorphe";"110488-70-5";"2.25";"Env A";"";"Non"
2020;"97160";"2130079";"cyflufenamid";"180409-60-3";"2";"Env A";"";"Non"
2020;"97160";"2140165";"metribuzine";"21087-64-9";"7";"Env A";"";"Non"
2020;"97160";"7500569";"pyrimicarbe";"23103-98-2";"10";"CMR";"";"Non"
2020;"97160";"9500568";"cyprodinyl";"121552-61-2";"30";"Env A";"";"Non"
2020;"97160";"9500568";"fludioxonil";"131341-86-1";"20";"Env A";"";"Non"
