"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2020;"97200";"2060088";"benoxacor";"98730-04-2";"0.4";"Autre";"";"Non"
2020;"97200";"2060088";"mesotrione";"104206-82-8";"0.8";"Env A";"";"Non"
2020;"97200";"2060088";"s-metolachlore";"87392-12-9";"8";"Env A";"";"Non"
2020;"97200";"2060194";"tefluthrine";"79538-32-2";"2.16";"Santé A";"";"Non"
2020;"97200";"2130164";"cyprosulfamide";"221667-31-8";"0.225";"Autre";"";"Non"
2020;"97200";"2130164";"foramsulfuron";"173159-57-4";"0.45";"Env A";"";"Non"
2020;"97200";"2130164";"thiencarbazone-methyl";"317815-83-1";"0.15";"CMR";"";"Non"
2020;"97200";"2180124";"metalaxyl";"57837-19-1";"0.0042";"Env B";"";"Non"
2020;"97200";"2180124";"prothioconazole";"178928-70-6";"0.021";"CMR";"";"Non"
2020;"97200";"2180865";"ipconazole";"125225-28-7";"0.01356";"CMR";"Exclusion";"Non"
2020;"97200";"9100296";"2,4-d";"94-75-7";"3";"Env B";"";"Non"
2020;"97226";"9600390";"glyphosate";"1071-83-6";"28.8";"Env A";"";"Non"
2020;"97227";"2010513";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"";"Autre";"";"Non"
2020;"97227";"2050046";"flonicamide";"158062-67-0";"15";"Autre";"";"Non"
2020;"97227";"2090094";"thiophanate-methyl";"23564-05-8";"168.96";"CMR";"";"Non"
2020;"97227";"2110012";"cyazofamide";"120116-88-3";"2.4";"Env A";"";"Non"
2020;"97227";"2110073";"indoxacarbe";"173584-44-6";"3.75";"Santé A";"";"Non"
2020;"97227";"2150483";"lambda-cyhalothrine";"91465-08-6";"1.2";"Santé A";"Substitution";"Non"
2020;"97227";"2160527";"sels de potassium d'acides gras";"10124-65-9";"95.96";"Autre";"";"Non"
2020;"97227";"2160783";"abamectine";"71751-41-2";"1.8";"CMR";"";"Non"
2020;"97227";"2189996";"azadirachtine";"11141-17-6";"1.3";"CMR";"";"Non"
2020;"97227";"9500568";"cyprodinyl";"121552-61-2";"15";"Env A";"";"Non"
2020;"97227";"9500568";"fludioxonil";"131341-86-1";"10";"Env A";"";"Non"
2020;"97227";"9700332";"azoxystrobine";"131860-33-8";"12.5";"Santé A";"";"Non"
2020;"97250";"2100067";"daminozide";"1596-84-5";"0.425";"Autre";"";"Non"
