"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2021;"00000";"1030003";"polymere carboxyl sulfone cationique";"8061-53-8";"3540.99288";"Autre";"";"Non"
2021;"00000";"2000003";"metazachlore";"67129-08-2";"158.0";"CMR";"";"Non"
2021;"00000";"2000017";"tau-fluvalinate";"102851-06-9";"6.7632";"Env A";"";"Non"
2021;"00000";"2000018";"soufre pour pulverisation (micronise)";"7704-34-9";"80095.736";"Autre";"";"Non"
2021;"00000";"2000044";"fluazifop-p-butyl";"79241-46-6";"58.875";"CMR";"";"Non"
2021;"00000";"2000046";"ethofumesate";"26225-79-6";"51.75";"Env A";"";"Non"
2021;"00000";"2000046";"metamitrone";"41394-05-2";"120.75";"Env A";"";"Non"
2021;"00000";"2000071";"2,4-d";"94-75-7";"0.014";"Env B";"";"Non"
2021;"00000";"2000071";"dicamba";"1918-00-9";"0.002";"Env B";"";"Non"
2021;"00000";"2000071";"sulfate de fer (sulfate ferreux heptahydrate)";"7782-63-0";"0.5362";"Autre";"";"Non"
2021;"00000";"2000083";"folpel";"133-07-3";"8";"CMR";"";"Non"
2021;"00000";"2000087";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"21.075";"Santé A";"Substitution";"Non"
2021;"00000";"2000089";"cuivre du sulfate de cuivre";"8011-63-0";"30";"Env A";"Substitution";"Non"
2021;"00000";"2000122";"metalaxyl-m";"70630-17-0";"2235.344960";"Autre";"";"Non"
2021;"00000";"2000125";"cuivre du sulfate de cuivre";"8011-63-0";"3619.926";"Env A";"Substitution";"Non"
2021;"00000";"2000201";"silthiofam";"175217-20-6";"1581.59125";"Env A";"";"Non"
2021;"00000";"2000202";"glyphosate";"1071-83-6";"196.2";"Env A";"";"Non"
2021;"00000";"2000205";"propoxycarbazone sodium";"181274-15-7";"0.63";"Env A";"";"Non"
2021;"00000";"2000210";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"21.45";"Santé A";"Substitution";"Non"
2021;"00000";"2000228";"metaldehyde";"108-62-3";"3.9";"CMR";"";"Non"
2021;"00000";"2000294";"mancozebe";"8018-01-7";"54.50679";"CMR";"Exclusion";"Non"
2021;"00000";"2000294";"zoxamide";"156052-68-5";"4.865265";"Env A";"";"Non"
2021;"00000";"2000299";"clomazone";"81777-89-1";"77.31";"Env A";"";"Non"
2021;"00000";"2000301";"foramsulfuron";"173159-57-4";"9.6750";"Env A";"";"Non"
2021;"00000";"2000301";"isoxadifen-ethyl";"163520-33-0";"9.6750";"Env A";"";"Non"
2021;"00000";"2000316";"esfenvalerate";"66230-04-4";"54.00";"Santé A";"Substitution";"Non"
2021;"00000";"2000324";"deltamethrine";"52918-63-5";"2.1";"Santé A";"";"Non"
2021;"00000";"2000327";"carfentrazone ethyl";"128639-02-1";"152.4114";"Env A";"";"Non"
2021;"00000";"2000336";"metirame";"9006-42-2";"0.011";"Env A";"";"Non"
2021;"00000";"2000336";"pyraclostrobine";"175013-18-0";"0.001";"Santé A";"";"Non"
2021;"00000";"2000369";"metsulfuron-methyl";"74223-64-6";"0.02";"Env A";"Substitution";"Non"
2021;"00000";"2000380";"clethodime";"99129-21-2";"124.20";"Env B";"";"Non"
2021;"00000";"2000390";"2,4-d";"94-75-7";"0.02";"Env B";"";"Non"
2021;"00000";"2000390";"dicamba";"1918-00-9";"0.003";"Env B";"";"Non"
2021;"00000";"2000510";"fer sous forme de sulfate de fer";"7720-78-7";"8.32";"Autre";"";"Non"
2021;"00000";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"4162.3920";"Santé A";"Substitution";"Non"
2021;"00000";"2000536";"1-dodecanol";"112-53-8";"7.92540";"Env A";"";"Non"
2021;"00000";"2000536";"1-tetradecanol";"112-72-1";"1.83890";"Env A";"";"Non"
