"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2019;"20000";"2010023";"deltamethrine";"52918-63-5";"0.975";"Santé A";"";"Non"
2019;"20000";"2020003";"phosphate ferrique";"10045-86-0";"0.0495";"Autre";"";"Non"
2019;"20000";"2020241";"bacillus thuringiensis sérotype h 7";"68038-71-1";"0.27";"Autre";"";"Non"
2019;"20000";"2050046";"flonicamide";"158062-67-0";"1";"Autre";"";"Non"
2019;"20000";"2060130";"spinosad";"168316-95-8";"0.00096";"Env A";"";"Non"
2019;"20000";"2080038";"pyrethrines";"8003-34-7";"0.279";"Env A";"";"Non"
2019;"20000";"2080105";"glyphosate";"1071-83-6";"6.66";"Env A";"";"Non"
2019;"20000";"2090127";"huile essentielle d'orange douce";"8028-48-6";"0.3";"Env A";"";"Non"
2019;"20000";"2110086";"spirotetramat";"203313-25-1";"4";"CMR";"";"Non"
2019;"20000";"2120034";"glyphosate";"1071-83-6";"57.6";"Env A";"";"Non"
2019;"20000";"2120086";"chlorpyriphos-methyl";"5598-13-0";"13.5";"Env A";"";"Non"
2019;"20000";"2130115";"1,5-diaminopentane";"462-94-2";"0.0028";"Autre";"";"Non"
2019;"20000";"2130115";"acetate d'ammonium";"631-61-8";"0.6825";"Autre";"";"Non"
2019;"20000";"2130115";"deltamethrine";"52918-63-5";"0.00119";"Santé A";"";"Non"
2019;"20000";"2130115";"trimethylamine hydrochloride";"593-81-7";"0.0028";"Autre";"";"Non"
2019;"20000";"2140085";"abamectine";"71751-41-2";"0.27";"CMR";"";"Non"
2019;"20000";"2150083";"chlorpyriphos-methyl";"5598-13-0";"1.125";"Env A";"";"Non"
2019;"20000";"9000490";"cycloxydime";"101205-02-1";"1.5";"CMR";"";"Non"
2019;"20000";"9100296";"2,4-d";"94-75-7";"84";"Env B";"";"Non"
2019;"20000";"9300504";"huile de vaseline";"8042-47-5";"65.36";"Autre";"";"Non"
2019;"20000";"9400162";"glyphosate";"1071-83-6";"86.4";"Env A";"";"Non"
2019;"20000";"9500595";"2,4-d";"94-75-7";"0.3";"Env B";"";"Non"
2019;"20000";"9500595";"2,4-mcpa";"94-74-6";"0.35";"Env A";"";"Non"
2019;"20000";"9500595";"clopyralid";"1702-17-6";"0.07";"Autre";"";"Non"
2019;"20000";"9600025";"fosetyl-aluminium";"39148-24-8";"43.2";"Autre";"";"Non"
2019;"20000";"9600550";"diflufenicanil";"83164-33-4";"0.2";"Env B";"";"Non"
2019;"20000";"9600550";"glyphosate";"1071-83-6";"1.25";"Env A";"";"Non"
2019;"20000";"9800336";"lambda-cyhalothrine";"91465-08-6";"0.6";"Santé A";"Substitution";"Non"
2019;"20000";"9800474";"cuivre du sulfate de cuivre";"8011-63-0";"3";"Env A";"";"Non"
