"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2020;"00000";"1030003";"polymere carboxyl sulfone cationique";"8061-53-8";"2679.19584";"Autre";"";"Non"
2020;"00000";"2000003";"metazachlore";"67129-08-2";"74.0";"CMR";"";"Non"
2020;"00000";"2000017";"tau-fluvalinate";"102851-06-9";"0.0624";"Env A";"";"Non"
2020;"00000";"2000018";"soufre pour pulverisation (micronise)";"7704-34-9";"27173.3844";"Autre";"";"Non"
2020;"00000";"2000044";"fluazifop-p-butyl";"79241-46-6";"13.250";"CMR";"";"Non"
2020;"00000";"2000046";"ethofumesate";"26225-79-6";"99.75";"Env A";"";"Non"
2020;"00000";"2000046";"metamitrone";"41394-05-2";"232.75";"Env A";"";"Non"
2020;"00000";"2000087";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"4.845";"Santé A";"Substitution";"Non"
2020;"00000";"2000101";"chlorprophame";"101-21-3";"3";"CMR";"";"Non"
2020;"00000";"2000105";"bacillus thuringiensis serotype 3a 3b";"68038-71-1";"1.8816";"Autre";"";"Non"
2020;"00000";"2000122";"metalaxyl-m";"70630-17-0";"3879.759424";"Autre";"";"Non"
2020;"00000";"2000125";"cuivre du sulfate de cuivre";"8011-63-0";"4287.610";"Env A";"Substitution";"Non"
2020;"00000";"2000191";"chlorpyriphos-ethyl";"2921-88-2";"99.07";"Santé A";"";"Non"
2020;"00000";"2000201";"silthiofam";"175217-20-6";"1607.256263";"Env A";"";"Non"
2020;"00000";"2000202";"glyphosate";"1071-83-6";"122.4";"Env A";"";"Non"
2020;"00000";"2000294";"mancozebe";"8018-01-7";"50.55193";"CMR";"Exclusion";"Non"
2020;"00000";"2000294";"zoxamide";"156052-68-5";"4.512255";"Env A";"";"Non"
2020;"00000";"2000299";"clomazone";"81777-89-1";"68.85";"Env A";"";"Non"
2020;"00000";"2000301";"foramsulfuron";"173159-57-4";"6.0750";"Env A";"";"Non"
2020;"00000";"2000301";"isoxadifen-ethyl";"163520-33-0";"6.0750";"Env A";"";"Non"
2020;"00000";"2000316";"esfenvalerate";"66230-04-4";"13.15";"Santé A";"Substitution";"Non"
2020;"00000";"2000324";"deltamethrine";"52918-63-5";"0.5";"Santé A";"";"Non"
2020;"00000";"2000327";"carfentrazone ethyl";"128639-02-1";"57.006";"Env A";"";"Non"
2020;"00000";"2000332";"pyraclostrobine";"175013-18-0";"138.75";"Santé A";"";"Non"
2020;"00000";"2000338";"mancozebe";"8018-01-7";"220.11";"CMR";"Exclusion";"Non"
2020;"00000";"2000338";"zoxamide";"156052-68-5";"27.489";"Env A";"";"Non"
2020;"00000";"2000369";"metsulfuron-methyl";"74223-64-6";"0.70";"Env A";"Substitution";"Non"
2020;"00000";"2000380";"clethodime";"99129-21-2";"138.0";"Env B";"";"Non"
2020;"00000";"2000510";"fer sous forme de sulfate de fer";"7720-78-7";"554.2088";"Autre";"";"Non"
2020;"00000";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"1586.2248";"Santé A";"Substitution";"Non"
2020;"00000";"2000536";"1-dodecanol";"112-53-8";"3.60162";"Env A";"";"Non"
2020;"00000";"2000536";"1-tetradecanol";"112-72-1";"0.83567";"Env A";"";"Non"
2020;"00000";"2000536";"e8,e10-dodecadiene-1-ol";"33956-49-9";"6.16748";"Env A";"";"Non"
2020;"00000";"2010023";"deltamethrine";"52918-63-5";"3.49215";"Santé A";"";"Non"
2020;"00000";"2010025";"desmediphame";"13684-56-5";"0.75";"Env A";"";"Non"
2020;"00000";"2010025";"ethofumesate";"26225-79-6";"4.53";"Env A";"";"Non"
2020;"00000";"2010025";"phenmediphame";"13684-63-4";"2.25";"Env A";"";"Non"
2020;"00000";"2010030";"mepiquat-chlorure";"24307-26-4";"76.2";"Env B";"";"Non"
2020;"00000";"2010030";"prohexadione-calcium";"127277-53-6";"12.70";"Env B";"";"Non"
2020;"00000";"2010035";"2,4-mcpa";"94-74-6";"8";"Env A";"";"Non"
2020;"00000";"2010035";"dichlorprop-p";"15165-67-0";"4.0";"Autre";"";"Non"
2020;"00000";"2010035";"mecoprop-p (mcpp-p)";"16484-77-8";"4.0";"Env A";"";"Non"
2020;"00000";"2010099";"sels de potassium d'acides gras";"10124-65-9";"9.403895";"Autre";"";"Non"
2020;"00000";"2010100";"sels de potassium d'acides gras";"10124-65-9";"7.373456";"Autre";"";"Non"
2020;"00000";"2010100";"soufre";"7704-34-9";"4.461875";"Autre";"";"Non"
2020;"00000";"2010101";"soufre";"7704-34-9";"3.03849";"Autre";"";"Non"
2020;"00000";"2010118";"mancozebe";"8018-01-7";"40.6656";"CMR";"Exclusion";"Non"
2020;"00000";"2010118";"metalaxyl-m";"70630-17-0";"2.465352";"Autre";"";"Non"
2020;"00000";"2010130";"cuivre de l'oxyde cuivreux";"1317-39-1";"353.5125";"Env A";"Substitution";"Non"
2020;"00000";"2010158";"glyphosate";"1071-83-6";"16.2";"Env A";"";"Non"
2020;"00000";"2010206";"paecilomyces fumosoroseus apopka souche 97";"";"0.1";"Autre";"";"Non"
2020;"00000";"2010239";"florasulame";"145701-23-1";"0.035";"Env A";"";"Non"
2020;"00000";"2010239";"fluroxypyr";"69377-81-7";"3.5";"Env B";"";"Non"
2020;"00000";"2010240";"florasulame";"145701-23-1";"0.0125";"Env A";"";"Non"
2020;"00000";"2010240";"fluroxypyr";"69377-81-7";"0.5";"Env B";"";"Non"
2020;"00000";"2010262";"glyphosate";"1071-83-6";"31.725";"Env A";"";"Non"
2020;"00000";"2010280";"metconazole";"125116-23-6";"16.83";"CMR";"";"Non"
2020;"00000";"2010282";"cypermethrine";"52315-07-8";"19.9";"Env A";"";"Non"
2020;"00000";"2010284";"isoxaben";"82558-50-7";"0.5";"Env B";"";"Non"
2020;"00000";"2010349";"desmediphame";"13684-56-5";"8.875";"Env A";"";"Non"
2020;"00000";"2010349";"ethofumesate";"26225-79-6";"14.00";"Env A";"";"Non"
2020;"00000";"2010349";"phenmediphame";"13684-63-4";"11.375";"Env A";"";"Non"
2020;"00000";"2010398";"folpel";"133-07-3";"16";"CMR";"";"Non"
