"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2019;"97400";"2010023";"deltamethrine";"52918-63-5";"0.015";"Santé A";"";"Non"
2019;"97400";"2010282";"cypermethrine";"52315-07-8";"0.6";"Env A";"";"Non"
2019;"97400";"2090160";"glyphosate";"1071-83-6";"16.2";"Env A";"";"Non"
2019;"97400";"2120086";"chlorpyriphos-methyl";"5598-13-0";"1.125";"Env A";"";"Non"
2019;"97400";"2130075";"metaldehyde";"108-62-3";"0.6";"Autre";"";"Non"
2019;"97400";"2140085";"abamectine";"71751-41-2";"0.036";"CMR";"";"Non"
2019;"97400";"2140201";"cyflufenamid";"180409-60-3";"0.015";"Env A";"";"Non"
2019;"97400";"2140201";"difenoconazole";"119446-68-3";"0.125";"Env A";"";"Non"
2019;"97400";"8500174";"abamectine";"71751-41-2";"0.0135";"CMR";"";"Non"
2019;"97400";"9600526";"acibenzolar-s-methyl";"135158-54-2";"0.1";"Env A";"";"Non"
2019;"97400";"9700332";"azoxystrobine";"131860-33-8";"0.75";"Santé A";"";"Non"
2019;"97400";"9800336";"lambda-cyhalothrine";"91465-08-6";"0.5";"Santé A";"Substitution";"Non"
2019;"97400";"9900227";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"6";"Santé A";"";"Non"
2019;"97400";"9900331";"chlorothalonil";"1897-45-6";"0.5";"CMR";"";"Non"
2019;"97400";"9900331";"metalaxyl-m";"70630-17-0";"0.0363";"Autre";"";"Non"
2019;"97410";"1030003";"polymere carboxyl sulfone cationique";"8061-53-8";"34.932";"Autre";"";"Non"
2019;"97410";"2000018";"soufre pour pulverisation (micronise)";"7704-34-9";"208";"Autre";"";"Non"
2019;"97410";"2000044";"fluazifop-p-butyl";"79241-46-6";"2.875";"CMR";"";"Non"
2019;"97410";"2000125";"cuivre du sulfate de cuivre";"8011-63-0";"0.1";"Env A";"";"Non"
2019;"97410";"2000517";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"19.44";"Santé A";"";"Non"
2019;"97410";"2000519";"2,4-d";"94-75-7";"282";"Env B";"";"Non"
2019;"97410";"2010023";"deltamethrine";"52918-63-5";"0.660";"Santé A";"";"Non"
2019;"97410";"2010130";"cuivre de l'oxyde cuivreux";"1317-39-1";"15";"Env A";"";"Non"
2019;"97410";"2010132";"pymetrozine";"123312-89-0";"1.375";"CMR";"";"Non"
2019;"97410";"2010282";"cypermethrine";"52315-07-8";"35.1";"Env A";"";"Non"
