"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2021;"97113";"2010239";"florasulame";"145701-23-1";"0.01";"Env A";"";"Non"
2021;"97113";"2010239";"fluroxypyr-meptyl";"81406-37-3";"1.441";"Autre";"";"Non"
2021;"97113";"2100108";"prothioconazole";"178928-70-6";"0.625";"Env A";"";"Non"
2021;"97113";"2100108";"tebuconazole";"107534-96-3";"0.625";"CMR";"";"Non"
2021;"97113";"2150140";"glyphosate";"1071-83-6";"1.8";"Env A";"";"Non"
2021;"97118";"2050046";"flonicamide";"158062-67-0";"1";"Autre";"";"Non"
2021;"97118";"2060050";"metrafenone";"220899-03-6";"0.125";"Env A";"";"Non"
2021;"97118";"2090132";"cuivre du sulfate tribasique";"12527-76-3";"0.7998";"Env A";"Substitution";"Non"
2021;"97118";"2090132";"zoxamide";"156052-68-5";"0.12";"Env A";"";"Non"
2021;"97118";"2100060";"phosphonate de potassium";"13492-26-7";"7.3";"Autre";"";"Non"
2021;"97118";"2120143";"glyphosate";"1071-83-6";"2.4";"Env A";"";"Non"
2021;"97118";"2150479";"cos-oga";"";"0.125";"Autre";"";"Non"
2021;"97118";"2171119";"mandipropamide";"374726-62-2";"0.1875";"Env A";"";"Non"
2021;"97118";"2171119";"zoxamide";"156052-68-5";"0.18";"Env A";"";"Non"
2021;"97118";"9000222";"soufre";"7704-34-9";"7";"Autre";"";"Non"
2021;"97118";"9000490";"cycloxydime";"101205-02-1";"0.5";"CMR";"";"Non"
2021;"97118";"9500349";"cymoxanil";"57966-95-7";"0.4";"CMR";"";"Non"
2021;"97118";"9500349";"folpel";"133-07-3";"3.34";"CMR";"";"Non"
2021;"97118";"9800245";"soufre pour pulverisation (micronise)";"7704-34-9";"16";"Autre";"";"Non"
2021;"97118";"9900227";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"6";"Santé A";"Substitution";"Non"
2021;"97122";"2080105";"glyphosate";"1071-83-6";"576";"Env A";"";"Non"
2021;"97122";"2170139";"pyrimiphos-methyl";"29232-93-7";"3.6";"Env A";"";"Non"
2021;"97133";"2080105";"glyphosate";"1071-83-6";"1.8";"Env A";"";"Non"
2021;"97133";"2090127";"huile essentielle d'orange douce";"8028-48-6";"2.4";"Env A";"";"Non"
2021;"97133";"8900564";"tau-fluvalinate";"102851-06-9";"1.2";"Env A";"";"Non"
2021;"97133";"9300504";"huile de vaseline";"8042-47-5";"98.04";"Autre";"";"Non"
2021;"97133";"9500595";"2,4-d";"94-75-7";"0.3";"Env B";"";"Non"
2021;"97133";"9500595";"2,4-mcpa";"94-74-6";"0.35";"Env A";"";"Non"
2021;"97133";"9500595";"clopyralid";"1702-17-6";"0.07";"Autre";"";"Non"
2021;"97133";"9700332";"azoxystrobine";"131860-33-8";"0.25";"Santé A";"";"Non"
2021;"97160";"2060085";"boscalid";"188425-85-6";"6";"Env A";"";"Non"
2021;"97160";"2060085";"kresoxim-methyl";"143390-89-0";"3";"CMR";"";"Non"
2021;"97160";"2110012";"cyazofamide";"120116-88-3";"7.2";"Env A";"";"Non"
2021;"97160";"2110073";"indoxacarbe";"173584-44-6";"3.75";"Santé A";"";"Non"
2021;"97160";"2120092";"ametoctradine";"865318-97-4";"21";"Env A";"";"Non"
2021;"97160";"2120092";"dimethomorphe";"110488-70-5";"15.75";"Env A";"";"Non"
2021;"97160";"2130079";"cyflufenamid";"180409-60-3";"7.5";"Env A";"";"Non"
2021;"97160";"2189996";"azadirachtine";"11141-17-6";"2.6";"CMR";"";"Non"
2021;"97160";"2200274";"cyprodinyl";"121552-61-2";"30";"Env A";"";"Non"
2021;"97160";"2200274";"fludioxonil";"131341-86-1";"20";"Env A";"";"Non"
