"annee";"code_postal_acheteur";"amm";"substance";"cas";"quantite_substance";"classification";"classification_mention";"achat_etranger"
2021;"97200";"2100241";"(z)-8-dodecenol";"40642-40-8";"0.0031";"Env A";"";"Non"
2021;"97200";"2100241";"acetate de e-8-dodecenyle";"38363-29-0";"0.0186";"Autre";"";"Non"
2021;"97200";"2100241";"acetate de z-8-dodecenyle";"28079-04-1";"0.2883";"Autre";"";"Non"
2021;"97212";"2150790";"phosphate ferrique";"10045-86-0";"0.012";"Autre";"";"Non"
2021;"97212";"9900257";"cuivre du sulfate de cuivre";"8011-63-0";"0.2";"Env A";"Substitution";"Non"
2021;"97227";"2080102";"azoxystrobine";"131860-33-8";"2";"Santé A";"";"Non"
2021;"97227";"2080102";"difenoconazole";"119446-68-3";"1.25";"Env A";"";"Non"
2021;"97227";"2110012";"cyazofamide";"120116-88-3";"9.6";"Env A";"";"Non"
2021;"97227";"2110073";"indoxacarbe";"173584-44-6";"1.5";"Santé A";"";"Non"
2021;"97227";"2120092";"ametoctradine";"865318-97-4";"33";"Env A";"";"Non"
2021;"97227";"2120092";"dimethomorphe";"110488-70-5";"24.75";"Env A";"";"Non"
2021;"97227";"2140085";"abamectine";"71751-41-2";"1.8";"CMR";"";"Non"
2021;"97227";"2170412";"huile essentielle d'orange douce";"8028-48-6";"6";"Env A";"";"Non"
2021;"97227";"2189996";"azadirachtine";"11141-17-6";"1.04";"CMR";"";"Non"
2021;"97227";"2200274";"cyprodinyl";"121552-61-2";"56.25";"Env A";"";"Non"
2021;"97227";"2200274";"fludioxonil";"131341-86-1";"37.5";"Env A";"";"Non"
2021;"97227";"9800336";"lambda-cyhalothrine";"91465-08-6";"3";"Santé A";"Substitution";"Non"
2021;"97227";"9800474";"cuivre du sulfate de cuivre";"8011-63-0";"102";"Env A";"Substitution";"Non"
2021;"97250";"2110143";"metribuzine";"21087-64-9";"1.8";"Env A";"";"Non"
2021;"97280";"2171307";"alpha naphtyl acetamide (nad)";"86-86-2";"0.028";"CMR";"";"Non"
2021;"97280";"7400755";"acide alpha naphtylacetique (ana)";"86-87-3";"0.05";"CMR";"";"Non"
